symbol,name,full_name,name_and_type
MNDL,mandalay digital group,"Mandalay Digital Group, Inc","Mandalay Digital Group, Inc - Common Stock"
MNDO,mind c.t.i.,MIND C.T.I. Ltd.,MIND C.T.I. Ltd. - Ordinary Shares
MNGA,magnegas,MagneGas Corporation,MagneGas Corporation - Common Stcok
MNKD,mannkind,MannKind Corporation,MannKind Corporation - Common Stock
MNOV,medicinova,"MediciNova, Inc.","MediciNova, Inc. - Common Stock"
MNRK,monarch financial holdings,"Monarch Financial Holdings, Inc.","Monarch Financial Holdings, Inc. - Common Stock"
MNRO,monro muffler brake,"Monro Muffler Brake, Inc.","Monro Muffler Brake, Inc. - Common Stock"
MNST,monster beverage,Monster Beverage Corporation,Monster Beverage Corporation - Common Stock
MNTA,momenta pharmaceuticals,"Momenta Pharmaceuticals, Inc.","Momenta Pharmaceuticals, Inc. - Common Stock"
MNTX,manitex international,"Manitex International, Inc.","Manitex International, Inc. - common stock"
MOBI,sky,Sky,Sky-mobi Limited - American Depositary Shares
MOBL,mobileiron,"MobileIron, Inc.","MobileIron, Inc. - Common Stock"
MOCO,mocon,"MOCON, Inc.","MOCON, Inc. - Common Stock"
MOFG,midwestone financial group,"MidWestOne Financial Group, Inc.","MidWestOne Financial Group, Inc. - Common Stock"
MOKO,moko social media,MOKO Social Media Ltd.,MOKO Social Media Ltd. - American Depositary Shares
MOLG,mol global,"MOL Global, Inc.","MOL Global, Inc. - American Depositary Shares"
MOMO,momo,Momo Inc.,Momo Inc. - American Depositary Shares
MORN,morningstar,"Morningstar, Inc.","Morningstar, Inc. - Common Stock"
MOSY,mosys,"MoSys, Inc.","MoSys, Inc. - Common Stock"
MPAA,motorcar parts of america,"Motorcar Parts of America, Inc.","Motorcar Parts of America, Inc. - Common Stock"
MPB,mid penn bancorp,Mid Penn Bancorp,Mid Penn Bancorp - Common Stock
MPEL,melco crown entertainment,Melco Crown Entertainment Limited,Melco Crown Entertainment Limited - American depositary shares each representing three ordinary shares
MPET,magellan petroleum,Magellan Petroleum Corporation,Magellan Petroleum Corporation - Common Stock
MPWR,monolithic power systems,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc. - Common Stock"
MRCC,monroe capital,Monroe Capital Corporation,Monroe Capital Corporation - Common Stock
MRCY,mercury systems,Mercury Systems Inc,Mercury Systems Inc - Common Stock
MRD,memorial resource development,Memorial Resource Development Corp.,Memorial Resource Development Corp. - Common Stock
MRGE,merge healthcare,Merge Healthcare Incorporated.,Merge Healthcare Incorporated. - Common Stock
MRKT,markit,Markit Ltd.,Markit Ltd. - Common Shares
MRLN,marlin business services,Marlin Business Services Corp.,Marlin Business Services Corp. - Common Stock
MRNS,marinus pharmaceuticals,"Marinus Pharmaceuticals, Inc.","Marinus Pharmaceuticals, Inc. - Common Stock"
MRTN,marten transport,"Marten Transport, Ltd.","Marten Transport, Ltd. - Common Stock"
MRTX,mirati therapeutics,"Mirati Therapeutics, Inc.","Mirati Therapeutics, Inc. - Common Stock"
MRVC,mrv communications,"MRV Communications, Inc.","MRV Communications, Inc. - Common Stock"
MRVL,marvell technology group,Marvell Technology Group Ltd.,Marvell Technology Group Ltd. - Common Stock
MSBF,msb financial,MSB Financial Corp.,MSB Financial Corp. - common stock
MSCC,microsemi,Microsemi Corporation,Microsemi Corporation - Common Stock
MSEX,middlesex water,Middlesex Water Company,Middlesex Water Company - Common Stock
MSFG,mainsource financial group,"MainSource Financial Group, Inc.","MainSource Financial Group, Inc. - Common Stock"
MSFT,microsoft,Microsoft Corporation,Microsoft Corporation - Common Stock
MSG,the madison square garden,The Madison Square Garden Company,The Madison Square Garden Company - Class A Common Stock
MSLI,merus labs international,Merus Labs International Inc.,Merus Labs International Inc. - Common Stock
MSON,misonix,"MISONIX, Inc.","MISONIX, Inc. - Common Stock"
MSTR,microstrategy,MicroStrategy Incorporated,MicroStrategy Incorporated - Class A Common Stock
MTBC,medical transcription billing,"Medical Transcription Billing, Corp.","Medical Transcription Billing, Corp. - Common Stock"
MTEX,mannatech,"Mannatech, Incorporated","Mannatech, Incorporated - Common Stock"
MTGE,american capital mortgage investment,American Capital Mortgage Investment Corp.,American Capital Mortgage Investment Corp. - Common Stock
MTGEP,american capital mortgage investment,American Capital Mortgage Investment Corp.,American Capital Mortgage Investment Corp. - 8.125% Series A Cumulative Redeemable Preferred Stock
MTLS,materialise,Materialise NV,Materialise NV - American Depositary Shares
MTRX,matrix service,Matrix Service Company,Matrix Service Company - Common Stock
MTSC,mts systems,MTS Systems Corporation,MTS Systems Corporation - Common Stock
MTSI,m/a,M/A,"M/A-COM Technology Solutions Holdings, Inc. - Common Stock"
MTSL,mer telemanagement solutions,MER Telemanagement Solutions Ltd.,MER Telemanagement Solutions Ltd. - Ordinary Shares
MTSN,mattson technology,"Mattson Technology, Inc.","Mattson Technology, Inc. - Common Stock"
MU,micron technology,"Micron Technology, Inc.","Micron Technology, Inc. - Common Stock"
MULT,advisorshares sunrise global multi,AdvisorShares Sunrise Global Multi,AdvisorShares Sunrise Global Multi-Strategy ETF
MVIS,microvision,"Microvision, Inc.","Microvision, Inc. - Common Stock"
MWIV,mwi veterinary supply,"MWI Veterinary Supply, Inc.","MWI Veterinary Supply, Inc. - common stock"
MXIM,maxim integrated products,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc. - Common Stock"
MXWL,maxwell technologies,"Maxwell Technologies, Inc.","Maxwell Technologies, Inc. - Common Stock"
MYGN,myriad genetics,"Myriad Genetics, Inc.","Myriad Genetics, Inc. - Common Stock"
MYL,mylan,Mylan Inc.,Mylan Inc. - Common Stock
MYOS,myos,MYOS Corporation,MYOS Corporation - Common Stock
MYRG,myr group,"MYR Group, Inc.","MYR Group, Inc. - Common Stock"
MZOR,mazor robotics,Mazor Robotics Ltd.,Mazor Robotics Ltd. - American Depositary Shares
NAII,natural alternatives international,"Natural Alternatives International, Inc.","Natural Alternatives International, Inc. - Common Stock"
NAME,rightside group,"Rightside Group, Ltd.","Rightside Group, Ltd. - Common Stock"
NANO,nanometrics,Nanometrics Incorporated,Nanometrics Incorporated - Common Stock
NATH,nathan's famous,"Nathan's Famous, Inc.","Nathan's Famous, Inc. - Common Stock"
NATI,national instruments,National Instruments Corporation,National Instruments Corporation - Common Stock
NATL,national interstate,National Interstate Corporation,National Interstate Corporation - Common Stock
NATR,nature's sunshine products,"Nature's Sunshine Products, Inc.","Nature's Sunshine Products, Inc. - Common Stock"
NAUH,national american university holdings,"National American University Holdings, Inc.","National American University Holdings, Inc. - Common Stock"
NAVG,the navigators group,"The Navigators Group, Inc.","The Navigators Group, Inc. - Common Stock"
NAVI,navient,Navient Corporation,Navient Corporation - Common Stock
NBBC,newbridge bancorp,NewBridge Bancorp,NewBridge Bancorp - Common Stock
NBIX,neurocrine biosciences,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc. - Common Stock"
NBN,northeast bancorp,Northeast Bancorp,Northeast Bancorp - Common Stock
NBS,neostem,"Neostem, Inc.","Neostem, Inc. - Common Stock"
NBTB,nbt bancorp,NBT Bancorp Inc.,NBT Bancorp Inc. - Common Stock
NBTF,nb&t financial group,NB&T FINANCIAL GROUP INC,NB&T FINANCIAL GROUP INC - Common Stock
NCIT,nci,"NCI, Inc.","NCI, Inc. - Class A Common Stock"
NCLH,norwegian cruise line holdings,Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line Holdings Ltd. - Ordinary Shares
NCMI,national cinemedia,"National CineMedia, Inc.","National CineMedia, Inc. - Common Stock"
NCTY,the9,The9 Limited,The9 Limited - American Depository Shares representing one ordinary share
NDAQ,the nasdaq omx group,"The NASDAQ OMX Group, Inc.","The NASDAQ OMX Group, Inc. - Common Stock"
NDLS,noodles,Noodles & Company,Noodles & Company - Common Stock
NDRM,neuroderm,NeuroDerm Ltd.,NeuroDerm Ltd. - Ordinary Shares
NDSN,nordson,Nordson Corporation,Nordson Corporation - Common Stock
NECB,northeast community bancorp,"Northeast Community Bancorp, Inc.","Northeast Community Bancorp, Inc. - Common Stock"
NEO,neogenomics,"NeoGenomics, Inc.","NeoGenomics, Inc. - Common Stock"
NEOG,neogen,Neogen Corporation,Neogen Corporation - Common Stock
NEON,neonode,Neonode Inc.,Neonode Inc. - Common Stock
NEOT,neothetics,"Neothetics, Inc.","Neothetics, Inc. - Common Stock"
NEPT,neptune technologies & bioresources,Neptune Technologies & Bioresources Inc,Neptune Technologies & Bioresources Inc - Ordinary Shares
NERV,minerva neurosciences,"Minerva Neurosciences, Inc","Minerva Neurosciences, Inc - Common Stock"
NETE,net element,"Net Element, Inc.","Net Element, Inc. - Common Stock"
NEWP,newport,Newport Corporation,Newport Corporation - Common Stock
NEWS,newstar financial,"NewStar Financial, Inc.","NewStar Financial, Inc. - Common Stock"
NEWT,newtek business services,Newtek Business Services Corp.,Newtek Business Services Corp. - Common Stock
NFBK,northfield bancorp,"Northfield Bancorp, Inc.","Northfield Bancorp, Inc. - Common Stock"
NFEC,nf energy saving,NF Energy Saving Corporation,NF Energy Saving Corporation - Common Stock
NFLX,netflix,"Netflix, Inc.","Netflix, Inc. - Common Stock"
NGHC,national general holdings,National General Holdings Corp,National General Holdings Corp - Common Stock
NGHCP,national general holdings,National General Holdings Corp,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A"
NHTB,new hampshire thrift bancshares,"New Hampshire Thrift Bancshares, Inc.","New Hampshire Thrift Bancshares, Inc. - Common Stock"
NICE,nice,NICE,NICE-Systems Limited - American Depositary Shares each representing one Ordinary Share
NICK,nicholas financial,"Nicholas Financial, Inc.","Nicholas Financial, Inc. - Common Stock"
NILE,blue nile,"Blue Nile, Inc.","Blue Nile, Inc. - Common Stock"
NKSH,national bankshares,"National Bankshares, Inc.","National Bankshares, Inc. - Common Stock"
NKTR,nektar therapeutics,Nektar Therapeutics,Nektar Therapeutics - Common Stock
NLNK,newlink genetics,NewLink Genetics Corporation,NewLink Genetics Corporation - Common Stock
NLST,netlist,"Netlist, Inc.","Netlist, Inc. - Common Stock"
NMIH,nmi holdings,NMI Holdings Inc,NMI Holdings Inc - Common Stock
NMRX,numerex,Numerex Corp.,Numerex Corp. - Class A Common Stock
NNBR,nn,"NN, Inc.","NN, Inc. - Common Stock"
NPBC,national penn bancshares,"National Penn Bancshares, Inc.","National Penn Bancshares, Inc. - Common Stock"
NPSP,nps pharmaceuticals,"NPS Pharmaceuticals, Inc.","NPS Pharmaceuticals, Inc. - Common Stock"
NRCIA,national research,National Research Corporation,National Research Corporation - Class A Common Stock
NRCIB,national research,National Research Corporation,National Research Corporation - Common Stock
NRIM,northrim bancorp,Northrim BanCorp Inc,Northrim BanCorp Inc - Common Stock
NRX,nephrogenex,"NephroGenex, Inc.","NephroGenex, Inc. - Common Stock"
NSEC,national security group,"National Security Group, Inc.","National Security Group, Inc. - Common Stock"
NSIT,insight enterprises,"Insight Enterprises, Inc.","Insight Enterprises, Inc. - Common Stock"
NSPH,nanosphere,"Nanosphere, Inc.","Nanosphere, Inc. - Common Stock"
NSSC,napco security technologies,"NAPCO Security Technologies, Inc.","NAPCO Security Technologies, Inc. - Common Stock"
NSTG,nanostring technologies,"NanoString Technologies, Inc.","NanoString Technologies, Inc. - Common Stock"
NSYS,nortech systems,Nortech Systems Incorporated,Nortech Systems Incorporated - Common Stock
NTAP,netapp,"NetApp, Inc.","NetApp, Inc. - Common Stock"
NTCT,netscout systems,"NetScout Systems, Inc.","NetScout Systems, Inc. - Common Stock"
NTES,netease,"NetEase, Inc.","NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares"
NTGR,netgear,"NETGEAR, Inc.","NETGEAR, Inc. - Common Stock"
NTIC,northern technologies international,Northern Technologies International Corporation,Northern Technologies International Corporation - Common Stock
NTK,nortek,Nortek Inc.,Nortek Inc. - Common Stock
NTLS,ntelos holdings,NTELOS Holdings Corp.,NTELOS Holdings Corp. - Common Stock
NTRI,nutrisystem,NutriSystem Inc,NutriSystem Inc - Common Stock
NTRS,northern trust,Northern Trust Corporation,Northern Trust Corporation - Common Stock
NTRSP,northern trust,Northern Trust Corporation,Northern Trust Corporation - Depository Shares
NTWK,netsol technologies,NetSol Technologies Inc.,NetSol Technologies Inc. - Common Stock
NUAN,nuance communications,"Nuance Communications, Inc.","Nuance Communications, Inc. - Common Stock"
NURO,neurometrix,"NeuroMetrix, Inc.","NeuroMetrix, Inc. - Common Stock"
NUTR,nutraceutical international,Nutraceutical International Corporation,Nutraceutical International Corporation - Common Stock
NUVA,nuvasive,"NuVasive, Inc.","NuVasive, Inc. - Common Stock"
NVAX,novavax,"Novavax, Inc.","Novavax, Inc. - Common Stock"
NVCN,neovasc,Neovasc Inc.,Neovasc Inc. - Common Shares
NVDA,nvidia,NVIDIA Corporation,NVIDIA Corporation - Common Stock
NVDQ,novadaq technologies,Novadaq Technologies Inc,Novadaq Technologies Inc - Common Shares
NVEC,nve,NVE Corporation,NVE Corporation - Common Stock
NVEE,nv5 holdings,"NV5 Holdings, Inc.","NV5 Holdings, Inc. - Common Stock"
NVEEW,nv5 holdings,"NV5 Holdings, Inc.","NV5 Holdings, Inc. - Warrant"
NVFY,nova lifestyle,"Nova Lifestyle, Inc","Nova Lifestyle, Inc - Common Stock"
NVGN,novogen,Novogen Limited,Novogen Limited - American Depositary Shares each representing twenty five Ordinary Shares
NVMI,nova measuring instruments,Nova Measuring Instruments Ltd.,Nova Measuring Instruments Ltd. - Ordinary Shares
